S,Trig,Condition
lpfpilot5,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot5,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot5,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot5,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot5,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot5,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot5,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot5,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot5,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot5,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot5,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot5,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot5,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot5,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot5,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot5,19,side=l_itd=0_az=5_mag=0_lpf=1
lpfpilot5,1,Inhale
lpfpilot5,2,Exhale
lpfpilot5,3,Hold_Breath
lpfpilot5,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot5,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot5,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot5,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot5,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot5,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot5,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot5,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot5,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot5,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot5,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot5,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot5,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot5,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot5,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot5,19,side=l_itd=0_az=5_mag=0_lpf=1
