S,Trig,Condition
dense_nirs_4,4,side=r_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,5,side=r_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,6,side=r_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,7,side=l_itd=0_az=5_mag=1_lpf=0
dense_nirs_4,8,side=l_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,9,side=l_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,10,side=r_itd=0_az= 5_mag=1_lpf=0
dense_nirs_4,11,side=l_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,1,Inhale
dense_nirs_4,2,Exhale
dense_nirs_4,3,Hold_Breath
dense_nirs_4,4,side=r_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,5,side=r_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,6,side=r_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,7,side=l_itd=0_az=5_mag=1_lpf=0
dense_nirs_4,8,side=l_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,9,side=l_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,10,side=r_itd=0_az= 5_mag=1_lpf=0
dense_nirs_4,11,side=l_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,4,side=r_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,5,side=r_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,6,side=r_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,7,side=l_itd=0_az=5_mag=1_lpf=0
dense_nirs_4,8,side=l_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,9,side=l_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,10,side=r_itd=0_az= 5_mag=1_lpf=0
dense_nirs_4,11,side=l_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,1,Inhale
dense_nirs_4,2,Exhale
dense_nirs_4,3,Hold_Breath
dense_nirs_4,4,side=r_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,5,side=r_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,6,side=r_itd=0_az=5_mag=0_lpf=0
dense_nirs_4,7,side=l_itd=0_az=5_mag=1_lpf=0
dense_nirs_4,8,side=l_itd=50_az=0_mag=0_lpf=0
dense_nirs_4,9,side=l_itd=500_az=0_mag=0_lpf=0
dense_nirs_4,10,side=r_itd=0_az= 5_mag=1_lpf=0
dense_nirs_4,11,side=l_itd=0_az=5_mag=0_lpf=0
