S,Trig,Condition
eeg_pilot_7,4,side=r_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,5,side=r_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,6,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,7,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,8,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,9,side=l_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,10,side=l_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,11,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,1,Inhale
eeg_pilot_7,2,Exhale
eeg_pilot_7,3,Hold_Breath
eeg_pilot_7,4,side=r_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,5,side=r_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,6,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,7,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,8,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,9,side=l_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,10,side=l_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,11,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,4,side=r_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,5,side=r_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,6,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,7,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,8,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,9,side=l_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,10,side=l_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,11,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,1,Inhale
eeg_pilot_7,2,Exhale
eeg_pilot_7,3,Hold_Breath
eeg_pilot_7,4,side=r_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,5,side=r_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,6,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_7,7,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,8,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_7,9,side=l_itd=50_az=0_mag=0_lpf=0
eeg_pilot_7,10,side=l_itd=500_az=0_mag=0_lpf=0
eeg_pilot_7,11,side=l_itd=0_az=5_mag=0_lpf=0
