S,Trig,Condition
mild_master_42,5,side=l_itd=0_az_itd=0_az=5_mag=0_lpf=0
mild_master_42,6,side=l_itd=0_az_itd=0_az=15_mag=0_lpf=0
mild_master_42,7,side=l_itd=0_az_itd=5_az=0_mag=0_lpf=0
mild_master_42,8,side=r_itd=0_az_itd=0_az=5_mag=0_lpf=0
mild_master_42,9,side=r_itd=0_az_itd=0_az=15_mag=0_lpf=0
mild_master_42,10,side=r_itd=0_az_itd=15_az=0_mag=0_lpf=0
mild_master_42,11,side=r_itd=0_az_itd=5_az=0_mag=0_lpf=0
mild_master_42,12,side=l_itd=0_az_itd=15_az=0_mag=0_lpf=0
mild_master_42,1,Inhale
mild_master_42,2,Exhale
mild_master_42,3,Hold_Breath
mild_master_42,4,Button_Press
mild_master_42,5,side=l_itd=0_az_itd=0_az=5_mag=0_lpf=0
mild_master_42,6,side=l_itd=0_az_itd=0_az=15_mag=0_lpf=0
mild_master_42,7,side=l_itd=0_az_itd=5_az=0_mag=0_lpf=0
mild_master_42,8,side=r_itd=0_az_itd=0_az=5_mag=0_lpf=0
mild_master_42,9,side=r_itd=0_az_itd=0_az=15_mag=0_lpf=0
mild_master_42,10,side=r_itd=0_az_itd=15_az=0_mag=0_lpf=0
mild_master_42,11,side=r_itd=0_az_itd=5_az=0_mag=0_lpf=0
mild_master_42,12,side=l_itd=0_az_itd=15_az=0_mag=0_lpf=0
