S,Trig,Condition
lpfpilot7,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot7,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot7,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot7,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot7,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot7,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot7,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot7,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot7,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot7,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot7,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot7,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot7,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot7,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot7,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot7,19,side=l_itd=0_az=5_mag=0_lpf=1
lpfpilot7,1,Inhale
lpfpilot7,2,Exhale
lpfpilot7,3,Hold_Breath
lpfpilot7,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot7,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot7,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot7,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot7,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot7,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot7,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot7,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot7,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot7,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot7,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot7,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot7,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot7,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot7,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot7,19,side=l_itd=0_az=5_mag=0_lpf=1
