0_practice,0__practice__l=gash-dash-dash-gash-gash-dash-dash-gash-bash-gash-gash-bash-gash-bash-gash-dash__r=gash-bash-gash-dash-bash-dash-gash-gash-dash-gash-dash-dash-dash-gash-dash-bash.wav,Masker,gash,11025,dash,37485,dash,63945,gash,79380,gash,105840,dash,132300,dash,169785,gash,196245,bash,211680,gash,249165,gash,275625,bash,291060,gash,328545,bash,343980,gash,381465,dash,396900
0_practice,0__practice__l=gash-dash-dash-gash-gash-dash-dash-gash-bash-gash-gash-bash-gash-bash-gash-dash__r=gash-bash-gash-dash-bash-dash-gash-gash-dash-gash-dash-dash-dash-gash-dash-bash.wav,Target,gash,0,bash,26460,gash,52920,dash,90405,bash,116865,dash,143325,gash,158760,gash,185220,dash,222705,gash,238140,dash,264600,dash,302085,dash,317520,gash,355005,dash,370440,bash,407925
1_practice,1__practice__l=dash-dash-bash-gash-dash-dash-gash-dash-gash-dash-gash-gash-gash-gash-dash-gash__r=gash-dash-dash-gash-gash-bash-dash-bash-gash-dash-bash-dash-bash-dash-gash-bash.wav,Masker,dash,11025,dash,26460,bash,63945,gash,90405,dash,105840,dash,143325,gash,169785,dash,196245,gash,211680,dash,249165,gash,275625,gash,291060,gash,328545,gash,355005,dash,381465,gash,396900
1_practice,1__practice__l=dash-dash-bash-gash-dash-dash-gash-dash-gash-dash-gash-gash-gash-gash-dash-gash__r=gash-dash-dash-gash-gash-bash-dash-bash-gash-dash-bash-dash-bash-dash-gash-bash.wav,Target,gash,0,dash,37485,dash,52920,gash,79380,gash,116865,bash,132300,dash,158760,bash,185220,gash,222705,dash,238140,bash,264600,dash,302085,bash,317520,dash,343980,gash,370440,bash,407925
2_practice,2__practice__l=gash-dash-bash-gash-gash-dash-dash-bash-gash-gash-dash-gash-gash-dash-dash-dash__r=gash-gash-gash-gash-gash-bash-gash-dash-dash-gash-bash-gash-bash-dash-dash-gash.wav,Masker,gash,11025,dash,37485,bash,52920,gash,79380,gash,105840,dash,143325,dash,158760,bash,196245,gash,211680,gash,249165,dash,275625,gash,291060,gash,317520,dash,355005,dash,381465,dash,407925
2_practice,2__practice__l=gash-dash-bash-gash-gash-dash-dash-bash-gash-gash-dash-gash-gash-dash-dash-dash__r=gash-gash-gash-gash-gash-bash-gash-dash-dash-gash-bash-gash-bash-dash-dash-gash.wav,Target,gash,0,gash,26460,gash,63945,gash,90405,gash,116865,bash,132300,gash,169785,dash,185220,dash,222705,gash,238140,bash,264600,gash,302085,bash,328545,dash,343980,dash,370440,gash,396900
3_practice,3__practice__l=gash-dash-dash-dash-bash-gash-dash-dash-gash-bash-dash-gash-gash-bash-dash-bash__r=gash-bash-dash-gash-dash-gash-dash-gash-gash-dash-dash-bash-dash-gash-gash-gash.wav,Masker,gash,11025,dash,37485,dash,52920,dash,90405,bash,105840,gash,132300,dash,169785,dash,196245,gash,222705,bash,249165,dash,275625,gash,302085,gash,328545,bash,343980,dash,381465,bash,396900
3_practice,3__practice__l=gash-dash-dash-dash-bash-gash-dash-dash-gash-bash-dash-gash-gash-bash-dash-bash__r=gash-bash-dash-gash-dash-gash-dash-gash-gash-dash-dash-bash-dash-gash-gash-gash.wav,Target,gash,0,bash,26460,dash,63945,gash,79380,dash,116865,gash,143325,dash,158760,gash,185220,gash,211680,dash,238140,dash,264600,bash,291060,dash,317520,gash,355005,gash,370440,gash,407925
4_practice,4__practice__l=dash-dash-gash-gash-gash-bash-dash-dash-gash-gash-bash-gash-gash-gash-bash-gash__r=dash-gash-bash-gash-gash-dash-dash-bash-gash-gash-dash-dash-dash-gash-gash-gash.wav,Masker,dash,11025,dash,37485,gash,52920,gash,79380,gash,105840,bash,143325,dash,169785,dash,185220,gash,211680,gash,238140,bash,264600,gash,291060,gash,328545,gash,343980,bash,381465,gash,407925
4_practice,4__practice__l=dash-dash-gash-gash-gash-bash-dash-dash-gash-gash-bash-gash-gash-gash-bash-gash__r=dash-gash-bash-gash-gash-dash-dash-bash-gash-gash-dash-dash-dash-gash-gash-gash.wav,Target,dash,0,gash,26460,bash,63945,gash,90405,gash,116865,dash,132300,dash,158760,bash,196245,gash,222705,gash,249165,dash,275625,dash,302085,dash,317520,gash,355005,gash,370440,gash,396900
5_practice,5__practice__l=gash-gash-dash-gash-bash-dash-gash-dash-gash-gash-dash-dash-dash-gash-dash-dash__r=dash-bash-dash-gash-gash-dash-gash-gash-bash-gash-gash-bash-gash-bash-gash-bash.wav,Masker,gash,0,gash,37485,dash,52920,gash,90405,bash,105840,dash,143325,gash,158760,dash,196245,gash,211680,gash,249165,dash,264600,dash,291060,dash,317520,gash,343980,dash,370440,dash,407925
