S,Trig,Condition
eeg_pilot_2,4,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,5,side=l_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,6,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,7,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,8,side=r_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,9,side=l_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,10,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,11,side=r_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,1,Inhale
eeg_pilot_2,2,Exhale
eeg_pilot_2,3,Hold_Breath
eeg_pilot_2,4,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,5,side=l_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,6,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,7,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,8,side=r_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,9,side=l_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,10,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,11,side=r_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,4,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,5,side=l_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,6,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,7,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,8,side=r_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,9,side=l_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,10,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,11,side=r_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,1,Inhale
eeg_pilot_2,2,Exhale
eeg_pilot_2,3,Hold_Breath
eeg_pilot_2,4,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,5,side=l_itd=0_az=20_mag=0_lpf=0
eeg_pilot_2,6,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,7,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_2,8,side=r_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,9,side=l_itd=0_az=20_mag=1_lpf=0
eeg_pilot_2,10,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_2,11,side=r_itd=0_az=20_mag=0_lpf=0
