S,Trig,Condition
dense_nirs_13,4,side=r_itd=500_az=0_mag=0_lpf=0
dense_nirs_13,5,side=r_itd=50_az=0_mag=0_lpf=0
dense_nirs_13,6,side=r_itd=0_az=5_mag=0_lpf=0
dense_nirs_13,7,side=l_itd=0_az=5_mag=1_lpf=0
dense_nirs_13,8,side=l_itd=50_az=0_mag=0_lpf=0
dense_nirs_13,9,side=l_itd=500_az=0_mag=0_lpf=0
dense_nirs_13,10,side=r_itd=0_az= 5_mag=1_lpf=0
dense_nirs_13,11,side=l_itd=0_az=5_mag=0_lpf=0
dense_nirs_13,1,Inhale
dense_nirs_13,2,Exhale
dense_nirs_13,3,Hold_Breath
dense_nirs_13,4,side=r_itd=500_az=0_mag=0_lpf=0
dense_nirs_13,5,side=r_itd=50_az=0_mag=0_lpf=0
dense_nirs_13,6,side=r_itd=0_az=5_mag=0_lpf=0
dense_nirs_13,7,side=l_itd=0_az=5_mag=1_lpf=0
dense_nirs_13,8,side=l_itd=50_az=0_mag=0_lpf=0
dense_nirs_13,9,side=l_itd=500_az=0_mag=0_lpf=0
dense_nirs_13,10,side=r_itd=0_az= 5_mag=1_lpf=0
dense_nirs_13,11,side=l_itd=0_az=5_mag=0_lpf=0
