S,Trig,Condition
m ild_master_5,5,side=l_itd=0_az_itd=0_az=5_mag=0_lpf=0
m ild_master_5,6,side=l_itd=0_az_itd=0_az=15_mag=0_lpf=0
m ild_master_5,7,side=l_itd=0_az_itd=5_az=0_mag=0_lpf=0
m ild_master_5,8,side=r_itd=0_az_itd=0_az=5_mag=0_lpf=0
m ild_master_5,9,side=r_itd=0_az_itd=0_az=15_mag=0_lpf=0
m ild_master_5,10,side=r_itd=0_az_itd=15_az=0_mag=0_lpf=0
m ild_master_5,11,side=r_itd=0_az_itd=5_az=0_mag=0_lpf=0
m ild_master_5,12,side=l_itd=0_az_itd=15_az=0_mag=0_lpf=0
m ild_master_5,1,Inhale
m ild_master_5,2,Exhale
m ild_master_5,3,Hold_Breath
m ild_master_5,4,Button_Press
m ild_master_5,5,side=l_itd=0_az_itd=0_az=5_mag=0_lpf=0
m ild_master_5,6,side=l_itd=0_az_itd=0_az=15_mag=0_lpf=0
m ild_master_5,7,side=l_itd=0_az_itd=5_az=0_mag=0_lpf=0
m ild_master_5,8,side=r_itd=0_az_itd=0_az=5_mag=0_lpf=0
m ild_master_5,9,side=r_itd=0_az_itd=0_az=15_mag=0_lpf=0
m ild_master_5,10,side=r_itd=0_az_itd=15_az=0_mag=0_lpf=0
m ild_master_5,11,side=r_itd=0_az_itd=5_az=0_mag=0_lpf=0
m ild_master_5,12,side=l_itd=0_az_itd=15_az=0_mag=0_lpf=0
