S,Trig,Condition
eeg_pilot_3,4,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_3,5,side=l_itd=0_az=20_mag=0_lpf=0
eeg_pilot_3,6,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_3,7,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_3,8,side=r_itd=0_az=20_mag=1_lpf=0
eeg_pilot_3,9,side=l_itd=0_az=20_mag=1_lpf=0
eeg_pilot_3,10,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_3,11,side=r_itd=0_az=20_mag=0_lpf=0
eeg_pilot_3,1,Inhale
eeg_pilot_3,2,Exhale
eeg_pilot_3,3,Hold_Breath
eeg_pilot_3,4,side=r_itd=0_az=5_mag=0_lpf=0
eeg_pilot_3,5,side=l_itd=0_az=20_mag=0_lpf=0
eeg_pilot_3,6,side=r_itd=0_az=5_mag=1_lpf=0
eeg_pilot_3,7,side=l_itd=0_az=5_mag=1_lpf=0
eeg_pilot_3,8,side=r_itd=0_az=20_mag=1_lpf=0
eeg_pilot_3,9,side=l_itd=0_az=20_mag=1_lpf=0
eeg_pilot_3,10,side=l_itd=0_az=5_mag=0_lpf=0
eeg_pilot_3,11,side=r_itd=0_az=20_mag=0_lpf=0
