S,Trig,Condition
lpfpilot1,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot1,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot1,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot1,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot1,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot1,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot1,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot1,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot1,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot1,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot1,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot1,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot1,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot1,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot1,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot1,19,side=l_itd=0_az=5_mag=0_lpf=1
lpfpilot1,1,Inhale
lpfpilot1,2,Exhale
lpfpilot1,3,Hold_Breath
lpfpilot1,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot1,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot1,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot1,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot1,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot1,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot1,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot1,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot1,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot1,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot1,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot1,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot1,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot1,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot1,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot1,19,side=l_itd=0_az=5_mag=0_lpf=1
