S,Trig,Condition
lpfpilot9,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot9,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot9,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot9,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot9,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot9,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot9,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot9,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot9,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot9,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot9,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot9,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot9,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot9,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot9,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot9,19,side=l_itd=0_az=5_mag=0_lpf=1
lpfpilot9,1,Inhale
lpfpilot9,2,Exhale
lpfpilot9,3,Hold_Breath
lpfpilot9,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot9,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot9,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot9,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot9,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot9,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot9,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot9,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot9,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot9,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot9,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot9,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot9,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot9,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot9,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot9,19,side=l_itd=0_az=5_mag=0_lpf=1
