0_practice,0__practice__l=dash-gash-dash-dash-gash-bash-dash-bash__r=dash-dash-bash-gash-gash-gash-gash-gash.wav,Target,dash,11025,gash,37485,dash,63945,dash,79380,gash,105840,bash,132300,dash,158760,bash,185220
0_practice,0__practice__l=dash-gash-dash-dash-gash-bash-dash-bash__r=dash-dash-bash-gash-gash-gash-gash-gash.wav,Masker,dash,0,dash,26460,bash,52920,gash,90405,gash,116865,gash,143325,gash,169785,gash,196245
1_practice,1__practice__l=gash-gash-dash-dash-gash-gash-gash-bash__r=gash-bash-gash-gash-gash-bash-gash-dash.wav,Target,gash,0,gash,26460,dash,52920,dash,79380,gash,116865,gash,143325,gash,169785,bash,185220
1_practice,1__practice__l=gash-gash-dash-dash-gash-gash-gash-bash__r=gash-bash-gash-gash-gash-bash-gash-dash.wav,Masker,gash,11025,bash,37485,gash,63945,gash,90405,gash,105840,bash,132300,gash,158760,dash,196245
2_practice,2__practice__l=gash-bash-dash-gash-bash-gash-gash-gash__r=dash-dash-dash-dash-dash-gash-bash-dash.wav,Target,gash,0,bash,37485,dash,52920,gash,90405,bash,116865,gash,132300,gash,169785,gash,185220
2_practice,2__practice__l=gash-bash-dash-gash-bash-gash-gash-gash__r=dash-dash-dash-dash-dash-gash-bash-dash.wav,Masker,dash,11025,dash,26460,dash,63945,dash,79380,dash,105840,gash,143325,bash,158760,dash,196245
3_practice,3__practice__l=gash-gash-dash-bash-gash-gash-dash-dash__r=gash-bash-gash-dash-gash-dash-dash-bash.wav,Target,gash,0,gash,26460,dash,63945,bash,79380,gash,116865,gash,132300,dash,158760,dash,185220
3_practice,3__practice__l=gash-gash-dash-bash-gash-gash-dash-dash__r=gash-bash-gash-dash-gash-dash-dash-bash.wav,Masker,gash,11025,bash,37485,gash,52920,dash,90405,gash,105840,dash,143325,dash,169785,bash,196245
4_practice,4__practice__l=gash-bash-dash-dash-dash-gash-dash-dash__r=gash-gash-dash-dash-bash-dash-dash-bash.wav,Target,gash,0,bash,26460,dash,63945,dash,79380,dash,116865,gash,143325,dash,169785,dash,196245
4_practice,4__practice__l=gash-bash-dash-dash-dash-gash-dash-dash__r=gash-gash-dash-dash-bash-dash-dash-bash.wav,Masker,gash,11025,gash,37485,dash,52920,dash,90405,bash,105840,dash,132300,dash,158760,bash,185220
5_practice,5__practice__l=gash-dash-dash-gash-bash-gash-dash-gash__r=dash-dash-bash-dash-gash-dash-bash-gash.wav,Target,gash,0,dash,37485,dash,63945,gash,79380,bash,105840,gash,143325,dash,158760,gash,185220
5_practice,5__practice__l=gash-dash-dash-gash-bash-gash-dash-gash__r=dash-dash-bash-dash-gash-dash-bash-gash.wav,Masker,dash,11025,dash,26460,bash,52920,dash,90405,gash,116865,dash,132300,bash,169785,gash,196245
6_practice,6__practice__l=gash-gash-gash-gash-bash-dash-dash-bash__r=dash-bash-dash-gash-gash-gash-dash-gash.wav,Target,gash,0,gash,37485,gash,63945,gash,79380,bash,116865,dash,132300,dash,169785,bash,196245
6_practice,6__practice__l=gash-gash-gash-gash-bash-dash-dash-bash__r=dash-bash-dash-gash-gash-gash-dash-gash.wav,Masker,dash,11025,bash,26460,dash,52920,gash,90405,gash,105840,gash,143325,dash,158760,gash,185220
