S,Trig,Condition
itd_pilot2,4,side=r_itd=100_az=0_mag=0
itd_pilot2,5,side=l_itd=50_az=0_mag=0
itd_pilot2,6,side=l_itd=100_az=0_mag=0
itd_pilot2,7,side=l_itd=200_az=0_mag=0
itd_pilot2,8,side=r_itd=400_az=0_mag=0
itd_pilot2,9,side=r_itd=200_az=0_mag=0
itd_pilot2,10,side=r_itd=50_az=0_mag=0
itd_pilot2,11,side=l_itd=400_az=0_mag=0
itd_pilot2,1,Inhale
itd_pilot2,2,Exhale
itd_pilot2,3,Hold_Breath
itd_pilot2,4,side=r_itd=100_az=0_mag=0
itd_pilot2,5,side=l_itd=50_az=0_mag=0
itd_pilot2,6,side=l_itd=100_az=0_mag=0
itd_pilot2,7,side=l_itd=200_az=0_mag=0
itd_pilot2,8,side=r_itd=400_az=0_mag=0
itd_pilot2,9,side=r_itd=200_az=0_mag=0
itd_pilot2,10,side=r_itd=50_az=0_mag=0
itd_pilot2,11,side=l_itd=400_az=0_mag=0
