S,Trig,Condition
lpfpilot6,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot6,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot6,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot6,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot6,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot6,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot6,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot6,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot6,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot6,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot6,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot6,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot6,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot6,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot6,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot6,19,side=l_itd=0_az=5_mag=0_lpf=1
lpfpilot6,1,Inhale
lpfpilot6,2,Exhale
lpfpilot6,3,Hold_Breath
lpfpilot6,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot6,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot6,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot6,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot6,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot6,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot6,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot6,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot6,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot6,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot6,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot6,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot6,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot6,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot6,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot6,19,side=l_itd=0_az=5_mag=0_lpf=1
