0_practice,0__practice__l=dash-gash-dash-dash-gash-bash-dash-gash__r=dash-bash-gash-bash-dash-gash-dash-bash.wav,Target,dash,0,gash,35280,dash,81585,dash,116865,gash,152145,bash,187425,dash,222705,gash,257985
0_practice,0__practice__l=dash-gash-dash-dash-gash-bash-dash-gash__r=dash-bash-gash-bash-dash-gash-dash-bash.wav,Masker,dash,11025,bash,46305,gash,70560,bash,105840,dash,141120,gash,176400,dash,211680,bash,246960
0_side=l_itd=0_az=0_mag=0,0__side=l_itd=0_az=0_mag=0__l=dash-gash-dash-dash-bash-gash-gash-gash__r=bash-dash-bash-gash-dash-dash-bash-dash.wav,Target,dash,11025,gash,46305,dash,81585,dash,105840,bash,152145,gash,187425,gash,222705,gash,257985
0_side=l_itd=0_az=0_mag=0,0__side=l_itd=0_az=0_mag=0__l=dash-gash-dash-dash-bash-gash-gash-gash__r=bash-dash-bash-gash-dash-dash-bash-dash.wav,Masker,bash,0,dash,35280,bash,70560,gash,116865,dash,141120,dash,176400,bash,211680,dash,246960
0_side=l_itd=0_az=0_mag=1,0__side=l_itd=0_az=0_mag=1__l=gash-dash-gash-dash-bash-dash-bash-dash__r=bash-gash-bash-gash-gash-gash-gash-dash.wav,Target,gash,11025,dash,35280,gash,70560,dash,116865,bash,152145,dash,176400,bash,222705,dash,257985
0_side=l_itd=0_az=0_mag=1,0__side=l_itd=0_az=0_mag=1__l=gash-dash-gash-dash-bash-dash-bash-dash__r=bash-gash-bash-gash-gash-gash-gash-dash.wav,Masker,bash,0,gash,46305,bash,81585,gash,105840,gash,141120,gash,187425,gash,211680,dash,246960
0_side=r_itd=0_az=5_mag=0,0__side=r_itd=0_az=5_mag=0__l=bash-gash-gash-dash-bash-dash-gash-bash__r=dash-gash-bash-gash-gash-gash-dash-dash.wav,Masker,bash,11025,gash,35280,gash,70560,dash,105840,bash,152145,dash,187425,gash,222705,bash,257985
0_side=r_itd=0_az=5_mag=0,0__side=r_itd=0_az=5_mag=0__l=bash-gash-gash-dash-bash-dash-gash-bash__r=dash-gash-bash-gash-gash-gash-dash-dash.wav,Target,dash,0,gash,46305,bash,81585,gash,116865,gash,141120,gash,176400,dash,211680,dash,246960
0_side=l_itd=0_az=5_mag=1,0__side=l_itd=0_az=5_mag=1__l=gash-gash-gash-dash-gash-bash-gash-gash__r=bash-dash-bash-gash-gash-dash-dash-bash.wav,Target,gash,0,gash,35280,gash,81585,dash,116865,gash,141120,bash,187425,gash,211680,gash,246960
0_side=l_itd=0_az=5_mag=1,0__side=l_itd=0_az=5_mag=1__l=gash-gash-gash-dash-gash-bash-gash-gash__r=bash-dash-bash-gash-gash-dash-dash-bash.wav,Masker,bash,11025,dash,46305,bash,70560,gash,105840,gash,152145,dash,176400,dash,222705,bash,257985
0_practice,0__practice__l=dash-dash-gash-bash-gash-dash-gash-gash__r=dash-bash-gash-dash-gash-bash-gash-bash.wav,Target,dash,0,dash,35280,gash,70560,bash,116865,gash,152145,dash,176400,gash,222705,gash,246960
0_practice,0__practice__l=dash-dash-gash-bash-gash-dash-gash-gash__r=dash-bash-gash-dash-gash-bash-gash-bash.wav,Masker,dash,11025,bash,46305,gash,81585,dash,105840,gash,141120,bash,187425,gash,211680,bash,257985
0_side=l_itd=0_az=0_mag=0,0__side=l_itd=0_az=0_mag=0__l=gash-gash-bash-dash-gash-gash-gash-gash__r=bash-dash-gash-dash-gash-bash-gash-bash.wav,Target,gash,0,gash,35280,bash,70560,dash,116865,gash,141120,gash,187425,gash,211680,gash,246960
0_side=l_itd=0_az=0_mag=0,0__side=l_itd=0_az=0_mag=0__l=gash-gash-bash-dash-gash-gash-gash-gash__r=bash-dash-gash-dash-gash-bash-gash-bash.wav,Masker,bash,11025,dash,46305,gash,81585,dash,105840,gash,152145,bash,176400,gash,222705,bash,257985
0_side=l_itd=0_az=0_mag=1,0__side=l_itd=0_az=0_mag=1__l=bash-gash-bash-gash-gash-gash-dash-dash__r=dash-dash-dash-dash-bash-dash-bash-gash.wav,Target,bash,0,gash,46305,bash,81585,gash,116865,gash,141120,gash,176400,dash,211680,dash,257985
0_side=l_itd=0_az=0_mag=1,0__side=l_itd=0_az=0_mag=1__l=bash-gash-bash-gash-gash-gash-dash-dash__r=dash-dash-dash-dash-bash-dash-bash-gash.wav,Masker,dash,11025,dash,35280,dash,70560,dash,105840,bash,152145,dash,187425,bash,222705,gash,246960
0_side=r_itd=0_az=5_mag=0,0__side=r_itd=0_az=5_mag=0__l=dash-gash-dash-bash-gash-dash-dash-gash__r=bash-dash-gash-gash-gash-bash-gash-bash.wav,Masker,dash,0,gash,46305,dash,81585,bash,105840,gash,152145,dash,187425,dash,211680,gash,257985
0_side=r_itd=0_az=5_mag=0,0__side=r_itd=0_az=5_mag=0__l=dash-gash-dash-bash-gash-dash-dash-gash__r=bash-dash-gash-gash-gash-bash-gash-bash.wav,Target,bash,11025,dash,35280,gash,70560,gash,116865,gash,141120,bash,176400,gash,222705,bash,246960
0_side=l_itd=0_az=5_mag=1,0__side=l_itd=0_az=5_mag=1__l=dash-gash-gash-dash-bash-dash-dash-gash__r=bash-gash-bash-dash-dash-dash-bash-gash.wav,Target,dash,11025,gash,35280,gash,81585,dash,116865,bash,152145,dash,176400,dash,222705,gash,257985
0_side=l_itd=0_az=5_mag=1,0__side=l_itd=0_az=5_mag=1__l=dash-gash-gash-dash-bash-dash-dash-gash__r=bash-gash-bash-dash-dash-dash-bash-gash.wav,Masker,bash,0,gash,46305,bash,70560,dash,105840,dash,141120,dash,187425,bash,211680,gash,246960
0_side=r_itd=0_az=10_mag=0,0__side=r_itd=0_az=10_mag=0__l=gash-dash-gash-dash-gash-bash-dash-gash__r=bash-gash-dash-bash-gash-dash-gash-bash.wav,Masker,gash,11025,dash,46305,gash,81585,dash,105840,gash,152145,bash,176400,dash,211680,gash,257985
0_side=r_itd=0_az=10_mag=0,0__side=r_itd=0_az=10_mag=0__l=gash-dash-gash-dash-gash-bash-dash-gash__r=bash-gash-dash-bash-gash-dash-gash-bash.wav,Target,bash,0,gash,35280,dash,70560,bash,116865,gash,141120,dash,187425,gash,222705,bash,246960
