0_practice,Target,gash,0,dash,26460,gash,52920,dash,79380,bash,105840,dash,132300,dash,158760,gash,185220,bash,211680,dash,238140,dash,264600,gash,291060,bash,317520,dash,343980
0_practice,Masker,dash,4410,bash,30870,dash,57330,bash,83790,gash,110250,gash,136710,gash,163170,dash,189630,bash,216090,dash,242550,gash,269010,dash,295470,dash,321930,dash,348390
1_practice,Target,dash,0,gash,26460,dash,52920,bash,79380,dash,105840,dash,132300,dash,158760,dash,185220,dash,211680,dash,238140,gash,264600,bash,291060,dash,317520,bash,343980
1_practice,Masker,dash,4410,gash,30870,dash,57330,gash,83790,gash,110250,dash,136710,bash,163170,gash,189630,bash,216090,gash,242550,gash,269010,bash,295470,gash,321930,gash,348390
0_side=l_itd=50_az=0_mag=0,Target,dash,0,dash,26460,gash,52920,bash,79380,dash,105840,dash,132300,dash,158760,bash,185220,gash,211680,bash,238140,dash,264600,gash,291060,dash,317520,bash,343980
0_side=l_itd=50_az=0_mag=0,Masker,dash,4410,bash,30870,gash,57330,bash,83790,gash,110250,bash,136710,dash,163170,gash,189630,dash,216090,gash,242550,dash,269010,bash,295470,gash,321930,dash,348390
1_side=l_itd=50_az=0_mag=0,Target,gash,0,bash,26460,gash,52920,dash,79380,gash,105840,dash,132300,bash,158760,gash,185220,gash,211680,dash,238140,bash,264600,dash,291060,dash,317520,gash,343980
1_side=l_itd=50_az=0_mag=0,Masker,gash,4410,dash,30870,dash,57330,gash,83790,dash,110250,gash,136710,gash,163170,bash,189630,gash,216090,bash,242550,gash,269010,dash,295470,bash,321930,gash,348390
0_side=r_itd=50_az=0_mag=0,Masker,dash,4410,bash,30870,dash,57330,bash,83790,gash,110250,dash,136710,dash,163170,gash,189630,gash,216090,gash,242550,bash,269010,gash,295470,dash,321930,gash,348390
0_side=r_itd=50_az=0_mag=0,Target,dash,0,dash,26460,gash,52920,bash,79380,dash,105840,dash,132300,gash,158760,bash,185220,dash,211680,gash,238140,dash,264600,gash,291060,dash,317520,bash,343980
1_side=r_itd=50_az=0_mag=0,Masker,gash,0,dash,26460,gash,52920,bash,79380,dash,105840,gash,132300,bash,158760,dash,185220,bash,211680,gash,238140,gash,264600,dash,291060,dash,317520,gash,343980
1_side=r_itd=50_az=0_mag=0,Target,gash,4410,dash,30870,dash,57330,dash,83790,dash,110250,dash,136710,dash,163170,dash,189630,bash,216090,dash,242550,bash,269010,gash,295470,bash,321930,gash,348390
0_side=l_itd=500_az=0_mag=0,Target,gash,0,bash,26460,gash,52920,gash,79380,dash,105840,gash,132300,bash,158760,dash,185220,gash,211680,bash,238140,gash,264600,gash,291060,dash,317520,gash,343980
0_side=l_itd=500_az=0_mag=0,Masker,gash,4410,gash,30870,dash,57330,gash,83790,bash,110250,dash,136710,gash,163170,bash,189630,gash,216090,dash,242550,gash,269010,bash,295470,gash,321930,dash,348390
