0_practice,Target,dash,11025,dash,46305,bash,81585,dash,116865,bash,141120,gash,187425,bash,211680,dash,257985,dash,293265,gash,328545,gash,352800,gash,388080,gash,423360,gash,458640
0_practice,Masker,gash,0,bash,35280,dash,70560,gash,105840,dash,152145,bash,176400,dash,222705,dash,246960,gash,282240,gash,317520,dash,363825,dash,399105,dash,434385,bash,469665
0_side=l_itd=50_az=0_mag=0,Target,gash,0,dash,46305,bash,70560,gash,116865,gash,152145,dash,176400,dash,211680,gash,257985,gash,282240,bash,317520,dash,352800,bash,388080,gash,434385,dash,469665
0_side=l_itd=50_az=0_mag=0,Masker,dash,11025,gash,35280,gash,81585,dash,105840,dash,141120,dash,187425,bash,222705,gash,246960,bash,293265,dash,328545,dash,363825,dash,399105,bash,423360,gash,458640
0_side=r_itd=50_az=0_mag=0,Masker,dash,11025,dash,46305,dash,81585,dash,105840,gash,141120,gash,187425,gash,211680,bash,246960,gash,293265,gash,328545,bash,363825,gash,388080,bash,423360,gash,458640
0_side=r_itd=50_az=0_mag=0,Target,dash,0,dash,35280,dash,70560,gash,116865,gash,152145,bash,176400,gash,222705,gash,257985,bash,282240,gash,317520,gash,352800,dash,399105,gash,434385,bash,469665
0_side=l_itd=500_az=0_mag=0,Target,dash,11025,dash,35280,gash,81585,dash,116865,gash,141120,gash,187425,bash,211680,dash,257985,bash,282240,gash,328545,bash,352800,dash,399105,dash,434385,dash,458640
0_side=l_itd=500_az=0_mag=0,Masker,dash,0,gash,46305,bash,70560,dash,105840,dash,152145,dash,176400,bash,222705,gash,246960,bash,293265,dash,317520,dash,363825,dash,388080,dash,423360,dash,469665
0_side=r_itd=500_az=0_mag=0,Masker,gash,11025,gash,46305,bash,70560,gash,116865,dash,152145,bash,176400,gash,222705,gash,257985,gash,293265,gash,328545,bash,352800,dash,399105,dash,434385,dash,458640
0_side=r_itd=500_az=0_mag=0,Target,gash,0,bash,35280,dash,81585,bash,105840,gash,141120,gash,187425,gash,211680,dash,246960,gash,282240,bash,317520,dash,363825,dash,388080,dash,423360,dash,469665
0_side=l_itd=0_az=15_mag=0,Target,gash,11025,gash,35280,bash,81585,gash,116865,dash,152145,gash,187425,dash,211680,gash,246960,gash,282240,dash,328545,dash,363825,bash,388080,dash,434385,bash,458640
0_side=l_itd=0_az=15_mag=0,Masker,gash,0,dash,46305,gash,70560,bash,105840,gash,141120,bash,176400,dash,222705,dash,257985,dash,293265,bash,317520,gash,352800,gash,399105,dash,423360,gash,469665
0_side=r_itd=0_az=15_mag=0,Masker,dash,11025,bash,35280,dash,70560,bash,116865,dash,141120,bash,176400,gash,211680,dash,257985,dash,293265,dash,328545,gash,363825,dash,399105,dash,423360,gash,458640
0_side=r_itd=0_az=15_mag=0,Target,gash,0,dash,46305,gash,81585,dash,105840,bash,152145,gash,187425,gash,222705,dash,246960,dash,282240,gash,317520,bash,352800,gash,388080,gash,434385,bash,469665
0_side=l_itd=0_az=15_mag=1,Target,dash,11025,gash,46305,dash,70560,gash,105840,gash,141120,dash,187425,gash,211680,bash,257985,dash,293265,bash,328545,dash,352800,bash,388080,gash,423360,gash,458640
0_side=l_itd=0_az=15_mag=1,Masker,gash,0,bash,35280,dash,81585,gash,116865,dash,152145,gash,176400,bash,222705,dash,246960,gash,282240,dash,317520,gash,363825,dash,399105,bash,434385,dash,469665
0_side=r_itd=0_az=15_mag=1,Masker,gash,0,dash,35280,dash,81585,bash,116865,dash,141120,gash,176400,bash,222705,dash,257985,gash,293265,dash,328545,dash,363825,gash,388080,dash,423360,bash,469665
0_side=r_itd=0_az=15_mag=1,Target,dash,11025,bash,46305,gash,70560,bash,105840,dash,152145,dash,187425,gash,211680,dash,246960,dash,282240,dash,317520,dash,352800,bash,399105,dash,434385,gash,458640
