0_practice,0__practice__l=shoe-chairs-desks-desks-chairs-glove-red-toy-bag-toy-chairs-tables-card-hat-shoe-pen__r=glove-pen-blue-toy-green-card-bag-bag-toy-sock-green-shoe-red-glove-white-shoe.wav,Masker,shoe,11025,chairs,37485,desks,63945,desks,79380,chairs,105840,glove,143325,red,158760,toy,185220,bag,222705,toy,249165,chairs,264600,tables,302085,card,328545,hat,343980,shoe,381465,pen,396900
0_practice,0__practice__l=shoe-chairs-desks-desks-chairs-glove-red-toy-bag-toy-chairs-tables-card-hat-shoe-pen__r=glove-pen-blue-toy-green-card-bag-bag-toy-sock-green-shoe-red-glove-white-shoe.wav,Target,glove,0,pen,26460,blue,52920,toy,90405,green,116865,card,132300,bag,169785,bag,196245,toy,211680,sock,238140,green,275625,shoe,291060,red,317520,glove,355005,white,370440,shoe,407925
1_practice,1__practice__l=desks-red-shoe-card-toy-sock-spoons-spoons-hat-shoe-green-tables-card-tables-sock-red__r=shoe-spoons-pen-blue-glove-pen-hat-bag-blue-pen-hat-spoons-green-glove-bag-pen.wav,Masker,desks,0,red,26460,shoe,52920,card,90405,toy,105840,sock,132300,spoons,169785,spoons,185220,hat,211680,shoe,249165,green,264600,tables,302085,card,317520,tables,355005,sock,370440,red,407925
1_practice,1__practice__l=desks-red-shoe-card-toy-sock-spoons-spoons-hat-shoe-green-tables-card-tables-sock-red__r=shoe-spoons-pen-blue-glove-pen-hat-bag-blue-pen-hat-spoons-green-glove-bag-pen.wav,Target,shoe,11025,spoons,37485,pen,63945,blue,79380,glove,116865,pen,143325,hat,158760,bag,196245,blue,222705,pen,238140,hat,275625,spoons,291060,green,328545,glove,343980,bag,381465,pen,396900
2_practice,2__practice__l=card-toy-hat-pen-white-shoe-bag-spoons-shoe-toy-blue-card-desks-chairs-glove-spoons__r=toy-spoons-white-tables-chairs-hat-blue-hat-red-card-hat-sock-spoons-pen-desks-hat.wav,Masker,card,0,toy,37485,hat,63945,pen,79380,white,116865,shoe,132300,bag,169785,spoons,196245,shoe,211680,toy,249165,blue,275625,card,302085,desks,317520,chairs,343980,glove,381465,spoons,396900
2_practice,2__practice__l=card-toy-hat-pen-white-shoe-bag-spoons-shoe-toy-blue-card-desks-chairs-glove-spoons__r=toy-spoons-white-tables-chairs-hat-blue-hat-red-card-hat-sock-spoons-pen-desks-hat.wav,Target,toy,11025,spoons,26460,white,52920,tables,90405,chairs,105840,hat,143325,blue,158760,hat,185220,red,222705,card,238140,hat,264600,sock,291060,spoons,328545,pen,355005,desks,370440,hat,407925
3_practice,3__practice__l=hat-red-pen-chairs-sock-shoe-blue-spoons-red-pen-shoe-sock-red-card-shoe-chairs__r=shoe-glove-spoons-pen-shoe-sock-sock-chairs-shoe-sock-white-card-tables-hat-white-sock.wav,Masker,hat,11025,red,37485,pen,63945,chairs,90405,sock,105840,shoe,143325,blue,169785,spoons,196245,red,211680,pen,238140,shoe,264600,sock,291060,red,328545,card,343980,shoe,381465,chairs,407925
3_practice,3__practice__l=hat-red-pen-chairs-sock-shoe-blue-spoons-red-pen-shoe-sock-red-card-shoe-chairs__r=shoe-glove-spoons-pen-shoe-sock-sock-chairs-shoe-sock-white-card-tables-hat-white-sock.wav,Target,shoe,0,glove,26460,spoons,52920,pen,79380,shoe,116865,sock,132300,sock,158760,chairs,185220,shoe,222705,sock,249165,white,275625,card,302085,tables,317520,hat,355005,white,370440,sock,396900
4_practice,4__practice__l=glove-hat-shoe-card-tables-glove-tables-spoons-hat-sock-tables-chairs-tables-white-toy-desks__r=bag-tables-green-hat-tables-desks-white-spoons-green-sock-toy-shoe-pen-pen-glove-green.wav,Masker,glove,0,hat,26460,shoe,52920,card,79380,tables,116865,glove,132300,tables,158760,spoons,196245,hat,211680,sock,238140,tables,264600,chairs,291060,tables,328545,white,355005,toy,370440,desks,407925
4_practice,4__practice__l=glove-hat-shoe-card-tables-glove-tables-spoons-hat-sock-tables-chairs-tables-white-toy-desks__r=bag-tables-green-hat-tables-desks-white-spoons-green-sock-toy-shoe-pen-pen-glove-green.wav,Target,bag,11025,tables,37485,green,63945,hat,90405,tables,105840,desks,143325,white,169785,spoons,185220,green,222705,sock,249165,toy,275625,shoe,302085,pen,317520,pen,343980,glove,381465,green,396900
