S,Trig,Condition
itd_pilot4,4,side=r_itd=100_az=0_mag=0
itd_pilot4,5,side=l_itd=50_az=0_mag=0
itd_pilot4,6,side=l_itd=100_az=0_mag=0
itd_pilot4,7,side=l_itd=200_az=0_mag=0
itd_pilot4,8,side=r_itd=400_az=0_mag=0
itd_pilot4,9,side=r_itd=200_az=0_mag=0
itd_pilot4,10,side=r_itd=50_az=0_mag=0
itd_pilot4,11,side=l_itd=400_az=0_mag=0
itd_pilot4,1,Inhale
itd_pilot4,2,Exhale
itd_pilot4,3,Hold_Breath
itd_pilot4,4,side=r_itd=100_az=0_mag=0
itd_pilot4,5,side=l_itd=50_az=0_mag=0
itd_pilot4,6,side=l_itd=100_az=0_mag=0
itd_pilot4,7,side=l_itd=200_az=0_mag=0
itd_pilot4,8,side=r_itd=400_az=0_mag=0
itd_pilot4,9,side=r_itd=200_az=0_mag=0
itd_pilot4,10,side=r_itd=50_az=0_mag=0
itd_pilot4,11,side=l_itd=400_az=0_mag=0
