S,Trig,Condition
shorttest6,4,side=r_itd=0_az=10_mag=0
shorttest6,5,side=r_itd=0_az=5_mag=1
shorttest6,6,side=l_itd=0_az=10_mag=1
shorttest6,7,side=r_itd=0_az=5_mag=0
shorttest6,8,side=l_itd=0_az=5_mag=0
shorttest6,9,side=l_itd=0_az=20_mag=1
shorttest6,10,side=l_itd=0_az=20_mag=0
shorttest6,11,side=l_itd=0_az=10_mag=0
shorttest6,12,side=l_itd=0_az=5_mag=1
shorttest6,13,side=r_itd=0_az=10_mag=1
shorttest6,14,side=r_itd=0_az=20_mag=1
shorttest6,15,side=r_itd=0_az=20_mag=0
shorttest6,1,Inhale
shorttest6,2,Exhale
shorttest6,3,Hold_Breath
shorttest6,4,side=r_itd=0_az=10_mag=0
shorttest6,5,side=r_itd=0_az=5_mag=1
shorttest6,6,side=l_itd=0_az=10_mag=1
shorttest6,7,side=r_itd=0_az=5_mag=0
shorttest6,8,side=l_itd=0_az=5_mag=0
shorttest6,9,side=l_itd=0_az=20_mag=1
shorttest6,10,side=l_itd=0_az=20_mag=0
shorttest6,11,side=l_itd=0_az=10_mag=0
shorttest6,12,side=l_itd=0_az=5_mag=1
shorttest6,13,side=r_itd=0_az=10_mag=1
shorttest6,14,side=r_itd=0_az=20_mag=1
shorttest6,15,side=r_itd=0_az=20_mag=0
