S,Trig,Condition
lpfpilot8,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot8,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot8,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot8,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot8,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot8,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot8,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot8,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot8,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot8,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot8,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot8,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot8,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot8,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot8,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot8,19,side=l_itd=0_az=5_mag=0_lpf=1
lpfpilot8,1,Inhale
lpfpilot8,2,Exhale
lpfpilot8,3,Hold_Breath
lpfpilot8,4,side=r_itd=0_az=5_mag=0_lpf=0
lpfpilot8,5,side=r_itd=0_az=10_mag=1_lpf=1
lpfpilot8,6,side=r_itd=0_az=10_mag=1_lpf=0
lpfpilot8,7,side=r_itd=0_az=5_mag=1_lpf=0
lpfpilot8,8,side=r_itd=0_az=5_mag=0_lpf=1
lpfpilot8,9,side=r_itd=0_az=10_mag=0_lpf=1
lpfpilot8,10,side=l_itd=0_az=5_mag=1_lpf=0
lpfpilot8,11,side=l_itd=0_az=10_mag=1_lpf=0
lpfpilot8,12,side=r_itd=0_az=10_mag=0_lpf=0
lpfpilot8,13,side=l_itd=0_az=5_mag=1_lpf=1
lpfpilot8,14,side=l_itd=0_az=10_mag=0_lpf=0
lpfpilot8,15,side=r_itd=0_az=5_mag=1_lpf=1
lpfpilot8,16,side=l_itd=0_az=10_mag=0_lpf=1
lpfpilot8,17,side=l_itd=0_az=10_mag=1_lpf=1
lpfpilot8,18,side=l_itd=0_az=5_mag=0_lpf=0
lpfpilot8,19,side=l_itd=0_az=5_mag=0_lpf=1
