S,Trig,Condition
shorttest3,4,side=r_itd=0_az=10_mag=0
shorttest3,5,side=r_itd=0_az=5_mag=1
shorttest3,6,side=l_itd=0_az=10_mag=1
shorttest3,7,side=r_itd=0_az=5_mag=0
shorttest3,8,side=l_itd=0_az=5_mag=0
shorttest3,9,side=l_itd=0_az=20_mag=1
shorttest3,10,side=l_itd=0_az=20_mag=0
shorttest3,11,side=l_itd=0_az=10_mag=0
shorttest3,12,side=l_itd=0_az=5_mag=1
shorttest3,13,side=r_itd=0_az=10_mag=1
shorttest3,14,side=r_itd=0_az=20_mag=1
shorttest3,15,side=r_itd=0_az=20_mag=0
shorttest3,1,Inhale
shorttest3,2,Exhale
shorttest3,3,Hold_Breath
shorttest3,4,side=r_itd=0_az=10_mag=0
shorttest3,5,side=r_itd=0_az=5_mag=1
shorttest3,6,side=l_itd=0_az=10_mag=1
shorttest3,7,side=r_itd=0_az=5_mag=0
shorttest3,8,side=l_itd=0_az=5_mag=0
shorttest3,9,side=l_itd=0_az=20_mag=1
shorttest3,10,side=l_itd=0_az=20_mag=0
shorttest3,11,side=l_itd=0_az=10_mag=0
shorttest3,12,side=l_itd=0_az=5_mag=1
shorttest3,13,side=r_itd=0_az=10_mag=1
shorttest3,14,side=r_itd=0_az=20_mag=1
shorttest3,15,side=r_itd=0_az=20_mag=0
